id,comp_bx,comp_by,comp_bz,comp_bt,lon_gsm,lat_gsm,density,speed,temperature
"{'date': '2019-11-05', 'time': '12:29:00'}",-3.54,3.4,-1.98,5.29,136.15,-21.93,4.82,417.1,90810.0
"{'date': '2019-11-05', 'time': '12:30:00'}",-4.07,3.27,-1.7,5.49,141.23,-18.04,4.54,412.9,95453.0
"{'date': '2019-11-05', 'time': '12:31:00'}",-4.09,3.46,-1.53,5.57,139.72,-15.91,4.85,412.4,97407.0
"{'date': '2019-11-05', 'time': '12:32:00'}",-4.27,3.54,-1.51,5.74,140.32,-15.23,4.58,414.4,100792.0
"{'date': '2019-11-05', 'time': '12:33:00'}",-3.92,3.77,-1.81,5.73,136.13,-18.45,4.45,410.9,94402.0
"{'date': '2019-11-05', 'time': '12:34:00'}",-3.78,3.77,-2.16,5.76,135.06,-22.04,3.8,409.7,81702.0
"{'date': '2019-11-05', 'time': '12:35:00'}",-3.96,3.99,-1.7,5.87,134.8,-16.79,5.14,418.7,108938.0
"{'date': '2019-11-05', 'time': '12:36:00'}",-3.72,3.99,-2.31,5.92,133.02,-22.99,4.75,415.5,101153.0
"{'date': '2019-11-05', 'time': '12:37:00'}",-3.85,4.2,-2.23,6.12,132.49,-21.35,4.42,409.7,77693.0
"{'date': '2019-11-05', 'time': '12:38:00'}",-3.88,3.98,-2.76,6.2,134.27,-26.45,4.23,407.4,75553.0
"{'date': '2019-11-05', 'time': '12:39:00'}",-3.83,4.28,-2.2,6.14,131.82,-20.96,4.35,409.8,86202.0
"{'date': '2019-11-05', 'time': '12:40:00'}",-3.91,4.43,-1.7,6.15,131.39,-16.03,3.58,403.8,73812.0
"{'date': '2019-11-05', 'time': '12:41:00'}",-3.85,4.58,-0.11,5.98,130.03,-1.01,2.57,410.4,82929.0
"{'date': '2019-11-05', 'time': '12:42:00'}",-3.98,4.42,-1.36,6.1,131.97,-12.86,3.18,425.4,123793.0
"{'date': '2019-11-05', 'time': '12:43:00'}",-4.0,4.42,-1.8,6.22,132.16,-16.82,3.67,409.4,104960.0
"{'date': '2019-11-05', 'time': '12:44:00'}",-3.98,4.13,-2.1,6.11,133.99,-20.07,2.78,396.6,58510.0
"{'date': '2019-11-05', 'time': '12:45:00'}",-3.94,3.92,-2.35,6.03,135.14,-22.95,5.31,421.6,117390.0
"{'date': '2019-11-05', 'time': '12:46:00'}",-4.07,3.97,-2.43,6.18,135.66,-23.11,4.49,409.5,78057.0
"{'date': '2019-11-05', 'time': '12:47:00'}",-3.98,3.82,-2.24,5.95,136.11,-22.09,4.51,409.0,73726.0
"{'date': '2019-11-05', 'time': '12:48:00'}",-3.92,4.05,-2.14,6.03,134.03,-20.81,5.1,418.2,136790.0
"{'date': '2019-11-05', 'time': '12:49:00'}",-3.84,4.07,-2.12,5.98,133.31,-20.77,4.52,416.7,94491.0
"{'date': '2019-11-05', 'time': '12:50:00'}",-3.77,4.11,-2.18,5.99,132.53,-21.36,4.62,412.2,71028.0
"{'date': '2019-11-05', 'time': '12:51:00'}",-3.66,4.11,-2.29,5.96,131.74,-22.63,5.06,423.9,103594.0
"{'date': '2019-11-05', 'time': '12:52:00'}",-3.94,4.1,-2.03,6.04,133.89,-19.66,5.15,426.4,110596.0
"{'date': '2019-11-05', 'time': '12:53:00'}",-4.0,4.17,-2.04,6.13,133.79,-19.48,4.82,397.1,53989.0
"{'date': '2019-11-05', 'time': '12:54:00'}",-3.43,4.62,-2.54,6.29,126.58,-23.87,4.95,417.9,98996.0
"{'date': '2019-11-05', 'time': '12:55:00'}",-3.83,4.53,-2.35,6.38,130.24,-21.6,5.4,427.1,115055.0
"{'date': '2019-11-05', 'time': '12:56:00'}",-4.16,4.53,-2.22,6.54,132.53,-19.81,4.83,417.3,91266.0
"{'date': '2019-11-05', 'time': '12:57:00'}",-4.1,4.47,-2.22,6.46,132.56,-20.11,4.05,408.0,73980.0
"{'date': '2019-11-05', 'time': '12:58:00'}",-4.2,4.31,-2.37,6.46,134.24,-21.47,4.25,407.2,75610.0
"{'date': '2019-11-05', 'time': '12:59:00'}",-4.03,4.3,-2.37,6.35,133.14,-21.9,4.5,409.2,79107.0
"{'date': '2019-11-05', 'time': '13:00:00'}",-3.78,4.39,-2.5,6.31,130.75,-23.31,4.6,410.0,77026.0
"{'date': '2019-11-05', 'time': '13:01:00'}",-3.74,4.4,-2.43,6.26,130.4,-22.79,4.75,413.6,85269.0
"{'date': '2019-11-05', 'time': '13:02:00'}",-3.69,4.28,-2.65,6.24,130.71,-25.15,5.03,412.0,86962.0
"{'date': '2019-11-05', 'time': '13:03:00'}",-3.61,4.23,-2.63,6.15,130.52,-25.33,4.08,409.7,77114.0
"{'date': '2019-11-05', 'time': '13:04:00'}",-4.7,3.31,-1.47,5.94,144.83,-14.32,4.28,410.7,73444.0
"{'date': '2019-11-05', 'time': '13:05:00'}",-5.64,2.44,-0.1,6.14,156.56,-0.93,4.99,408.4,109125.0
"{'date': '2019-11-05', 'time': '13:06:00'}",-5.18,3.02,-1.04,6.08,149.75,-9.88,3.74,400.0,102540.0
"{'date': '2019-11-05', 'time': '13:07:00'}",-5.1,3.2,-1.23,6.15,147.89,-11.55,3.73,401.3,98793.0
"{'date': '2019-11-05', 'time': '13:08:00'}",-3.63,3.58,-2.07,5.5,135.37,-22.1,4.16,403.6,104237.0
"{'date': '2019-11-05', 'time': '13:09:00'}",-2.22,3.66,-2.66,5.04,121.19,-31.8,3.32,409.9,99084.0
"{'date': '2019-11-05', 'time': '13:10:00'}",-2.73,3.55,-2.47,5.12,127.59,-28.89,4.26,415.5,87093.0
"{'date': '2019-11-05', 'time': '13:11:00'}",-2.83,3.48,-2.5,5.14,129.17,-29.14,5.54,422.8,103371.0
"{'date': '2019-11-05', 'time': '13:12:00'}",-2.53,3.35,-2.61,4.94,127.12,-31.84,5.82,424.8,106258.0
"{'date': '2019-11-05', 'time': '13:13:00'}",-2.44,3.58,-2.65,5.07,124.33,-31.42,5.09,416.2,79093.0
"{'date': '2019-11-05', 'time': '13:14:00'}",-2.49,3.54,-2.65,5.07,125.12,-31.48,4.7,413.2,79760.0
"{'date': '2019-11-05', 'time': '13:15:00'}",-0.88,3.01,-3.32,4.57,106.26,-46.68,5.21,426.7,103764.0
"{'date': '2019-11-05', 'time': '13:16:00'}",-0.12,2.5,-3.59,4.37,92.71,-55.1,4.72,434.3,82804.0
"{'date': '2019-11-05', 'time': '13:17:00'}",0.79,1.83,-3.56,4.08,66.53,-60.79,4.7,428.5,78551.0
"{'date': '2019-11-05', 'time': '13:18:00'}",-3.11,4.7,-2.07,6.01,123.5,-20.17,5.03,433.5,96175.0
"{'date': '2019-11-05', 'time': '13:19:00'}",-3.72,4.65,-1.12,6.06,128.63,-10.66,4.04,407.9,76113.0
"{'date': '2019-11-05', 'time': '13:20:00'}",-3.6,4.53,-1.61,6.0,128.43,-15.51,2.29,390.6,50157.0
"{'date': '2019-11-05', 'time': '13:21:00'}",-3.64,4.27,-2.28,6.06,130.49,-22.14,4.64,411.3,102684.0
"{'date': '2019-11-05', 'time': '13:22:00'}",-2.94,4.19,-0.28,5.13,125.08,-3.1,4.67,411.1,91779.0
"{'date': '2019-11-05', 'time': '13:23:00'}",-2.83,4.35,-1.13,5.31,123.06,-12.27,3.74,399.4,60911.0
"{'date': '2019-11-05', 'time': '13:24:00'}",-3.71,3.94,-1.45,5.6,133.25,-14.95,4.71,417.9,117029.0
"{'date': '2019-11-05', 'time': '13:25:00'}",-3.7,3.56,-2.11,5.55,136.06,-22.33,5.06,424.2,135902.0
"{'date': '2019-11-05', 'time': '13:26:00'}",-2.34,3.88,-3.21,5.55,121.16,-35.36,5.04,416.8,60330.0
"{'date': '2019-11-05', 'time': '13:27:00'}",-2.4,3.45,-3.21,5.29,124.76,-37.36,5.13,420.4,102272.0
"{'date': '2019-11-05', 'time': '13:28:00'}",-2.1,3.1,-3.01,4.81,124.14,-38.74,5.4,420.0,120940.0
"{'date': '2019-11-05', 'time': '13:29:00'}",-1.43,3.22,-2.73,4.46,113.89,-37.83,6.45,416.3,88220.0
"{'date': '2019-11-05', 'time': '13:30:00'}",0.96,2.43,-2.49,3.61,68.44,-43.63,6.93,424.2,77436.0
"{'date': '2019-11-05', 'time': '13:31:00'}",2.25,2.2,-2.25,3.87,44.4,-35.53,6.01,441.7,108256.0
"{'date': '2019-11-05', 'time': '13:32:00'}",3.35,1.79,-1.78,4.2,28.09,-25.11,6.17,441.6,106993.0
"{'date': '2019-11-05', 'time': '13:33:00'}",3.13,1.77,-1.61,3.94,29.51,-24.1,5.92,423.8,69331.0
"{'date': '2019-11-05', 'time': '13:34:00'}",3.03,1.74,-1.59,3.84,29.87,-24.43,6.99,441.6,121481.0
"{'date': '2019-11-05', 'time': '13:35:00'}",2.98,1.76,-1.67,3.84,30.6,-25.7,6.53,435.4,91097.0
"{'date': '2019-11-05', 'time': '13:36:00'}",2.75,1.88,-1.3,3.58,34.35,-21.33,6.31,435.6,92322.0
"{'date': '2019-11-05', 'time': '13:37:00'}",2.41,2.2,-1.19,3.47,42.4,-20.0,5.03,417.4,55546.0
"{'date': '2019-11-05', 'time': '13:38:00'}",-0.68,2.9,-1.7,3.43,103.24,-29.71,6.2,434.6,96148.0
"{'date': '2019-11-05', 'time': '13:39:00'}",-3.62,3.32,-2.44,5.48,137.49,-26.39,5.18,407.8,111492.0
"{'date': '2019-11-05', 'time': '13:40:00'}",-3.81,3.6,-2.43,5.78,136.58,-24.83,3.36,391.3,69525.0
"{'date': '2019-11-05', 'time': '13:41:00'}",-3.8,3.51,-2.37,5.69,137.31,-24.62,4.48,404.5,94162.0
"{'date': '2019-11-05', 'time': '13:42:00'}",-3.98,3.67,-2.29,5.88,137.31,-22.9,5.42,412.6,110990.0
"{'date': '2019-11-05', 'time': '13:43:00'}",-3.18,3.51,-2.08,5.17,132.17,-23.68,4.15,397.4,75006.0
"{'date': '2019-11-05', 'time': '13:44:00'}",-3.78,3.36,-2.39,5.6,138.37,-25.24,3.49,391.3,63298.0
"{'date': '2019-11-05', 'time': '13:45:00'}",-3.69,3.15,-2.46,5.44,139.49,-26.91,4.03,399.9,87136.0
"{'date': '2019-11-05', 'time': '13:46:00'}",-3.17,4.0,-2.58,5.72,128.4,-26.8,4.08,402.8,80751.0
"{'date': '2019-11-05', 'time': '13:47:00'}",-2.9,3.89,-2.76,5.58,126.76,-29.64,4.15,408.0,69532.0
"{'date': '2019-11-05', 'time': '13:48:00'}",-2.82,4.1,-3.0,5.81,124.55,-31.14,4.98,421.5,118129.0
"{'date': '2019-11-05', 'time': '13:49:00'}",-2.78,4.11,-3.14,5.87,124.03,-32.32,5.37,416.8,127161.0
"{'date': '2019-11-05', 'time': '13:50:00'}",-2.73,4.31,-3.23,6.04,122.31,-32.32,4.18,393.8,49239.0
"{'date': '2019-11-05', 'time': '13:51:00'}",-2.53,4.3,-3.12,5.88,120.4,-31.97,5.81,422.1,113207.0
"{'date': '2019-11-05', 'time': '13:52:00'}",-2.59,4.49,-3.09,6.04,120.0,-30.79,5.23,411.7,76654.0
"{'date': '2019-11-05', 'time': '13:53:00'}",-2.49,4.43,-2.89,5.85,119.31,-29.6,4.03,401.1,54297.0
"{'date': '2019-11-05', 'time': '13:54:00'}",-2.49,4.28,-2.74,5.66,120.14,-29.0,5.58,415.9,94122.0
"{'date': '2019-11-05', 'time': '13:55:00'}",-2.63,4.47,-3.03,6.01,120.42,-30.28,5.04,412.0,85063.0
"{'date': '2019-11-05', 'time': '13:56:00'}",-2.77,4.7,-2.96,6.21,120.51,-28.48,4.1,399.1,53769.0
"{'date': '2019-11-05', 'time': '13:57:00'}",-2.75,4.66,-2.8,6.09,120.55,-27.37,5.09,413.0,79067.0
"{'date': '2019-11-05', 'time': '13:58:00'}",-2.76,4.57,-2.54,5.91,121.11,-25.43,5.62,420.5,93637.0
"{'date': '2019-11-05', 'time': '13:59:00'}",-2.52,4.72,-2.06,5.73,118.09,-21.1,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-05', 'time': '14:00:00'}",-2.23,4.5,-2.67,5.69,116.38,-27.98,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-05', 'time': '14:01:00'}",-1.99,4.29,-2.91,5.55,114.89,-31.6,5.59,427.7,117020.0
"{'date': '2019-11-05', 'time': '14:02:00'}",-1.85,4.55,-2.94,5.73,112.15,-30.89,5.57,418.5,96298.0
"{'date': '2019-11-05', 'time': '14:03:00'}",-1.79,4.38,-2.99,5.6,112.23,-32.27,4.5,409.4,76094.0
"{'date': '2019-11-05', 'time': '14:04:00'}",-3.07,3.91,-2.66,5.64,128.08,-28.16,3.57,401.8,63455.0
"{'date': '2019-11-05', 'time': '14:05:00'}",-2.91,4.04,-2.22,5.45,125.74,-24.1,4.99,409.5,86800.0
"{'date': '2019-11-05', 'time': '14:06:00'}",-2.28,4.17,-2.63,5.43,118.69,-28.93,5.52,412.8,91754.0
"{'date': '2019-11-05', 'time': '14:07:00'}",-2.2,4.02,-2.54,5.24,118.63,-29.05,2.38,388.3,51145.0
"{'date': '2019-11-05', 'time': '14:08:00'}",-1.55,3.77,-3.14,5.14,112.34,-37.63,6.03,413.7,113279.0
"{'date': '2019-11-05', 'time': '14:09:00'}",-0.66,4.42,-3.18,5.49,98.46,-35.47,5.08,412.9,90902.0
"{'date': '2019-11-05', 'time': '14:10:00'}",-1.0,4.15,-3.17,5.32,103.56,-36.62,3.75,387.4,37362.0
"{'date': '2019-11-05', 'time': '14:11:00'}",-0.7,3.67,-3.06,4.83,100.84,-39.39,6.12,416.0,119679.0
"{'date': '2019-11-05', 'time': '14:12:00'}",-0.27,4.16,-3.62,5.53,93.73,-40.96,5.98,420.8,107225.0
"{'date': '2019-11-05', 'time': '14:13:00'}",0.82,3.45,-3.79,5.19,76.59,-46.92,4.26,394.5,48608.0
"{'date': '2019-11-05', 'time': '14:14:00'}",2.38,0.99,-2.68,3.72,22.66,-46.07,5.05,416.3,61025.0
"{'date': '2019-11-05', 'time': '14:15:00'}",0.89,2.0,-3.11,3.81,65.98,-54.88,6.25,439.1,120462.0
"{'date': '2019-11-05', 'time': '14:16:00'}",0.81,2.03,-3.19,3.87,68.34,-55.52,5.56,416.4,95814.0
"{'date': '2019-11-05', 'time': '14:17:00'}",0.56,2.5,-3.36,4.22,77.36,-52.62,5.36,411.0,82847.0
"{'date': '2019-11-05', 'time': '14:18:00'}",0.56,2.84,-3.21,4.32,78.77,-47.91,6.07,430.3,119391.0
"{'date': '2019-11-05', 'time': '14:19:00'}",0.69,2.66,-2.79,3.91,75.46,-45.4,5.11,411.1,73885.0
"{'date': '2019-11-05', 'time': '14:20:00'}",0.83,2.99,-2.45,3.96,74.51,-38.29,4.53,403.0,58507.0
"{'date': '2019-11-05', 'time': '14:21:00'}",0.17,2.34,-2.55,3.47,85.79,-47.31,5.96,426.4,106497.0
"{'date': '2019-11-05', 'time': '14:22:00'}",-0.02,2.57,-2.37,3.49,90.54,-42.67,5.92,419.8,89526.0
"{'date': '2019-11-05', 'time': '14:23:00'}",-0.06,2.65,-2.5,3.64,91.39,-43.34,5.2,396.5,57750.0
"{'date': '2019-11-05', 'time': '14:24:00'}",0.68,2.78,-2.7,3.93,76.32,-43.35,6.78,431.4,158435.0
"{'date': '2019-11-05', 'time': '14:25:00'}",3.61,-0.46,-2.2,4.25,352.74,-31.17,4.96,427.9,90141.0
"{'date': '2019-11-05', 'time': '14:26:00'}",3.32,-0.05,-2.65,4.24,359.13,-38.61,5.57,420.2,58106.0
"{'date': '2019-11-05', 'time': '14:27:00'}",3.52,0.53,-2.96,4.63,8.49,-39.81,7.29,443.1,90956.0
"{'date': '2019-11-05', 'time': '14:28:00'}",3.85,0.15,-2.53,4.61,2.22,-33.34,7.31,446.8,96208.0
"{'date': '2019-11-05', 'time': '14:29:00'}",3.55,-0.9,-2.7,4.55,345.79,-36.34,6.44,426.9,58579.0
"{'date': '2019-11-05', 'time': '14:30:00'}",3.5,0.73,-1.53,3.89,11.76,-23.16,6.76,438.7,81996.0
"{'date': '2019-11-05', 'time': '14:31:00'}",3.76,0.18,-2.19,4.35,2.71,-30.24,7.14,450.4,104741.0
"{'date': '2019-11-05', 'time': '14:32:00'}",3.44,-0.45,-2.35,4.19,352.62,-34.12,8.74,431.5,53183.0
"{'date': '2019-11-05', 'time': '14:33:00'}",3.44,-0.42,-2.43,4.23,353.05,-35.03,8.04,437.4,79058.0
"{'date': '2019-11-05', 'time': '14:34:00'}",3.51,-0.3,-2.75,4.47,355.19,-37.91,7.22,444.0,102141.0
"{'date': '2019-11-05', 'time': '14:35:00'}",3.19,0.14,-2.57,4.1,2.55,-38.79,7.48,441.2,83270.0
"{'date': '2019-11-05', 'time': '14:36:00'}",3.33,0.13,-2.51,4.17,2.27,-36.93,7.35,434.7,74129.0
"{'date': '2019-11-05', 'time': '14:37:00'}",3.66,-0.08,-2.24,4.29,358.71,-31.38,6.3,424.3,58286.0
"{'date': '2019-11-05', 'time': '14:38:00'}",3.72,0.04,-2.35,4.4,0.69,-32.28,7.45,442.5,114038.0
"{'date': '2019-11-05', 'time': '14:39:00'}",3.46,0.59,-2.74,4.45,9.71,-37.96,6.96,433.7,78516.0
"{'date': '2019-11-05', 'time': '14:40:00'}",2.61,1.77,-3.25,4.53,34.08,-45.88,6.36,426.0,62468.0
"{'date': '2019-11-05', 'time': '14:41:00'}",1.85,2.51,-3.05,4.36,53.61,-44.4,6.85,444.3,131197.0
"{'date': '2019-11-05', 'time': '14:42:00'}",-0.28,4.23,-2.24,4.79,93.84,-27.9,7.85,432.0,96968.0
"{'date': '2019-11-05', 'time': '14:43:00'}",-1.91,5.04,-1.58,5.62,110.76,-16.33,3.85,388.9,41689.0
"{'date': '2019-11-05', 'time': '14:44:00'}",-3.36,4.71,-0.66,5.82,125.48,-6.56,5.27,397.3,80285.0
"{'date': '2019-11-05', 'time': '14:45:00'}",-4.33,4.17,0.3,6.02,136.09,2.83,4.04,396.5,86041.0
"{'date': '2019-11-05', 'time': '14:46:00'}",-3.55,4.51,-0.47,5.76,128.17,-4.68,3.03,383.5,58350.0
"{'date': '2019-11-05', 'time': '14:47:00'}",-2.03,4.95,-2.14,5.76,112.34,-21.84,3.8,386.5,83827.0
"{'date': '2019-11-05', 'time': '14:48:00'}",-3.16,4.69,-0.62,5.69,123.99,-6.21,5.01,396.6,97246.0
"{'date': '2019-11-05', 'time': '14:49:00'}",-4.47,3.95,0.1,5.97,138.49,0.96,4.46,391.4,82475.0
"{'date': '2019-11-05', 'time': '14:50:00'}",-4.38,4.02,-0.06,5.94,137.5,-0.53,3.73,382.6,98433.0
"{'date': '2019-11-05', 'time': '14:51:00'}",-3.64,4.74,-1.12,6.08,127.5,-10.58,5.04,387.4,108344.0
"{'date': '2019-11-05', 'time': '14:52:00'}",-3.32,4.19,-1.19,5.48,128.4,-12.58,5.3,389.9,76760.0
"{'date': '2019-11-05', 'time': '14:53:00'}",-3.78,3.68,-1.45,5.47,135.77,-15.37,170.52,387.3,21093.0
"{'date': '2019-11-05', 'time': '14:54:00'}",-4.08,4.45,-0.28,6.05,132.48,-2.63,153.96,387.3,25636.0
"{'date': '2019-11-05', 'time': '14:55:00'}",-4.08,4.69,-1.02,6.3,131.02,-9.34,4.94,387.1,66332.0
"{'date': '2019-11-05', 'time': '14:56:00'}",-4.22,4.71,-0.69,6.36,131.86,-6.23,4.45,388.7,60754.0
"{'date': '2019-11-05', 'time': '14:57:00'}",-3.18,4.8,-1.75,6.02,123.59,-16.87,4.32,386.3,56490.0
"{'date': '2019-11-05', 'time': '14:58:00'}",-3.45,4.8,-1.41,6.08,125.69,-13.42,4.68,387.0,58452.0
"{'date': '2019-11-05', 'time': '14:59:00'}",-3.66,4.71,-1.28,6.1,127.85,-12.09,5.23,388.0,58795.0
"{'date': '2019-11-05', 'time': '15:00:00'}",-3.45,4.76,-1.41,6.04,125.93,-13.53,5.05,387.8,61778.0
"{'date': '2019-11-05', 'time': '15:01:00'}",-3.12,4.92,-1.58,6.04,122.42,-15.13,5.25,388.5,67138.0
"{'date': '2019-11-05', 'time': '15:02:00'}",-4.37,4.32,-0.49,6.16,135.34,-4.53,4.65,385.5,64754.0
"{'date': '2019-11-05', 'time': '15:03:00'}",-4.47,4.31,-0.3,6.21,136.01,-2.73,3.88,380.5,52323.0
"{'date': '2019-11-05', 'time': '15:04:00'}",-4.62,4.3,-0.01,6.31,137.08,-0.12,3.61,378.1,44718.0
"{'date': '2019-11-05', 'time': '15:05:00'}",-4.65,4.36,-0.17,6.37,136.84,-1.56,3.21,376.7,39447.0
"{'date': '2019-11-05', 'time': '15:06:00'}",-5.22,2.94,0.94,6.07,150.61,8.96,3.73,381.8,61366.0
"{'date': '2019-11-05', 'time': '15:07:00'}",-5.37,1.08,2.13,5.88,168.66,21.27,4.55,392.0,102609.0
"{'date': '2019-11-05', 'time': '15:08:00'}",-5.18,2.36,1.58,5.91,155.48,15.53,4.38,395.0,111407.0
"{'date': '2019-11-05', 'time': '15:09:00'}",-5.58,2.45,1.62,6.3,156.31,14.86,4.26,392.5,110233.0
"{'date': '2019-11-05', 'time': '15:10:00'}",-5.65,2.47,1.62,6.37,156.42,14.69,3.83,390.0,90035.0
"{'date': '2019-11-05', 'time': '15:11:00'}",-5.44,2.86,0.99,6.22,152.28,9.11,4.05,387.1,94147.0
"{'date': '2019-11-05', 'time': '15:12:00'}",-5.41,2.84,1.09,6.21,152.32,10.09,4.3,389.0,94821.0
"{'date': '2019-11-05', 'time': '15:13:00'}",-5.38,3.13,0.88,6.28,149.83,8.04,3.97,388.3,99376.0
"{'date': '2019-11-05', 'time': '15:14:00'}",-5.4,3.43,0.68,6.43,147.56,6.02,3.74,386.9,80158.0
"{'date': '2019-11-05', 'time': '15:15:00'}",-5.41,2.78,1.07,6.17,152.81,9.96,4.16,390.9,93000.0
"{'date': '2019-11-05', 'time': '15:16:00'}",-5.31,2.85,1.1,6.12,151.81,10.38,4.71,390.6,90316.0
"{'date': '2019-11-05', 'time': '15:17:00'}",-5.42,2.77,1.13,6.19,152.89,10.52,4.25,389.5,95358.0
"{'date': '2019-11-05', 'time': '15:18:00'}",-5.5,2.67,1.24,6.24,154.09,11.5,3.92,389.6,91530.0
"{'date': '2019-11-05', 'time': '15:19:00'}",-5.53,2.88,0.81,6.29,152.48,7.43,4.31,389.3,92235.0
"{'date': '2019-11-05', 'time': '15:20:00'}",-5.62,2.71,1.01,6.32,154.22,9.2,4.68,389.0,94079.0
"{'date': '2019-11-05', 'time': '15:21:00'}",-5.51,2.77,1.22,6.28,153.32,11.22,4.6,388.6,93696.0
"{'date': '2019-11-05', 'time': '15:22:00'}",-5.48,2.71,1.46,6.29,153.71,13.45,4.52,388.6,91629.0
"{'date': '2019-11-05', 'time': '15:23:00'}",-5.65,2.44,1.31,6.29,156.62,12.05,4.63,388.7,86867.0
"{'date': '2019-11-05', 'time': '15:24:00'}",-5.49,2.39,2.08,6.34,156.44,19.14,4.61,387.6,90610.0
"{'date': '2019-11-05', 'time': '15:25:00'}",-5.33,2.01,2.37,6.17,159.3,22.58,4.53,389.9,89348.0
"{'date': '2019-11-05', 'time': '15:26:00'}",-5.64,2.56,1.53,6.38,155.57,13.88,4.6,389.4,86612.0
"{'date': '2019-11-05', 'time': '15:27:00'}",-5.63,2.34,1.82,6.36,157.42,16.62,5.06,387.0,78335.0
"{'date': '2019-11-05', 'time': '15:28:00'}",-5.53,2.18,2.3,6.38,158.51,21.17,4.11,388.5,91717.0
"{'date': '2019-11-05', 'time': '15:29:00'}",-5.35,1.65,3.17,6.43,162.83,29.5,4.09,388.4,85582.0
"{'date': '2019-11-05', 'time': '15:30:00'}",-5.45,1.85,2.79,6.4,161.22,25.84,3.53,393.6,89498.0
"{'date': '2019-11-05', 'time': '15:31:00'}",-5.58,2.29,2.22,6.42,157.68,20.24,4.22,390.0,80028.0
"{'date': '2019-11-05', 'time': '15:32:00'}",-5.7,1.88,1.9,6.29,161.75,17.6,3.97,389.0,88705.0
"{'date': '2019-11-05', 'time': '15:33:00'}",-5.88,2.13,1.66,6.47,160.05,14.9,4.54,386.8,84307.0
"{'date': '2019-11-05', 'time': '15:34:00'}",-5.64,2.21,1.94,6.36,158.58,17.73,4.88,384.3,81845.0
"{'date': '2019-11-05', 'time': '15:35:00'}",-5.45,2.4,2.33,6.4,156.19,21.39,4.46,387.1,80154.0
"{'date': '2019-11-05', 'time': '15:36:00'}",-5.48,2.34,2.21,6.36,156.91,20.33,4.13,389.3,80363.0
"{'date': '2019-11-05', 'time': '15:37:00'}",-5.18,2.67,1.86,6.12,152.76,17.72,4.15,388.6,82225.0
"{'date': '2019-11-05', 'time': '15:38:00'}",-5.06,3.05,1.44,6.08,148.93,13.72,4.65,385.7,71935.0
"{'date': '2019-11-05', 'time': '15:39:00'}",-4.94,3.39,1.24,6.12,145.5,11.66,4.5,384.9,72307.0
"{'date': '2019-11-05', 'time': '15:40:00'}",-4.89,3.5,1.27,6.15,144.4,11.9,4.21,383.6,73388.0
"{'date': '2019-11-05', 'time': '15:41:00'}",-4.71,3.71,1.46,6.17,141.84,13.71,4.28,386.4,74033.0
"{'date': '2019-11-05', 'time': '15:42:00'}",-4.57,4.22,0.01,6.22,137.29,0.13,3.96,386.0,72272.0
"{'date': '2019-11-05', 'time': '15:43:00'}",-4.55,4.25,-0.19,6.23,136.91,-1.77,5.37,384.5,59048.0
"{'date': '2019-11-05', 'time': '15:44:00'}",-4.26,4.26,-0.57,6.05,135.03,-5.36,4.88,385.2,71312.0
"{'date': '2019-11-05', 'time': '15:45:00'}",-2.6,4.88,-1.67,5.78,118.06,-16.82,5.32,384.9,57418.0
"{'date': '2019-11-05', 'time': '15:46:00'}",-1.82,5.18,-1.66,5.74,109.38,-16.81,5.23,395.0,52537.0
"{'date': '2019-11-05', 'time': '15:47:00'}",-2.61,4.63,-2.21,5.76,119.39,-22.57,5.41,388.8,53071.0
"{'date': '2019-11-05', 'time': '15:48:00'}",-2.36,4.63,-1.79,5.49,116.99,-19.02,6.32,389.0,60494.0
"{'date': '2019-11-05', 'time': '15:49:00'}",-2.64,4.7,-1.45,5.58,119.29,-15.06,6.45,389.8,60013.0
"{'date': '2019-11-05', 'time': '15:50:00'}",-3.19,4.63,-0.77,5.67,124.55,-7.78,5.96,388.2,61205.0
"{'date': '2019-11-05', 'time': '15:51:00'}",-4.02,4.31,0.23,5.9,133.0,2.2,5.7,388.0,63227.0
"{'date': '2019-11-05', 'time': '15:52:00'}",-4.44,3.6,0.19,5.72,140.99,1.86,5.8,389.4,73457.0
"{'date': '2019-11-05', 'time': '15:53:00'}",-4.31,3.68,0.42,5.68,139.5,4.21,6.35,394.0,89094.0
"{'date': '2019-11-05', 'time': '15:54:00'}",-4.71,2.76,0.76,5.51,149.63,7.94,6.8,400.3,101325.0
"{'date': '2019-11-05', 'time': '15:55:00'}",-5.16,1.81,0.63,5.5,160.68,6.54,6.01,395.6,93145.0
"{'date': '2019-11-05', 'time': '15:56:00'}",-3.86,2.96,0.23,4.87,142.49,2.66,4.72,383.5,66040.0
"{'date': '2019-11-05', 'time': '15:57:00'}",-0.06,3.52,-2.5,4.31,91.02,-35.36,5.3,403.2,96411.0
"{'date': '2019-11-05', 'time': '15:58:00'}",1.75,3.36,-3.71,5.3,62.42,-44.38,7.26,414.3,79849.0
"{'date': '2019-11-05', 'time': '15:59:00'}",1.78,3.26,-3.77,5.29,61.37,-45.44,5.85,399.7,54508.0
"{'date': '2019-11-05', 'time': '16:00:00'}",2.47,2.18,-3.89,5.1,41.34,-49.76,5.17,398.6,66509.0
"{'date': '2019-11-05', 'time': '16:01:00'}",3.18,1.74,-4.13,5.49,28.65,-48.77,6.12,400.9,70645.0
